disease,pain,respiratory,fever,digestive,urinary,skin,neurological,vision,energy,mental,joint_muscle,appetite_weight,other
Migraine,headache,,,acidity,,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
Migraine,,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
Migraine,headache,,,"acidity,indigestion",,,,,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,,"depression,irritability",stiff_neck,,visual_disturbances
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",,,visual_disturbances
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,irritability,stiff_neck,,visual_disturbances
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,depression,stiff_neck,,visual_disturbances
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Cervical spondylosis,neck_pain,,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance",,,,,,
Cervical spondylosis,back_pain,,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Cervical spondylosis,"back_pain,neck_pain",,,,,,"loss_of_balance,weakness_in_limbs",,,,,,
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,weakness_in_limbs",,,,,,
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Cervical spondylosis,neck_pain,,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Paralysis (brain hemorrhage),headache,,,,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Paralysis (brain hemorrhage),,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,altered_sensorium,,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,weakness_of_one_body_side,,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Paralysis (brain hemorrhage),headache,,,,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Paralysis (brain hemorrhage),,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,altered_sensorium,,,,,,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,yellowish_skin,,,fatigue,,,weight_loss,
Jaundice,abdominal_pain,,high_fever,,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,,,,weight_loss,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,,
Jaundice,abdominal_pain,,,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,itching,,,fatigue,,,weight_loss,
Jaundice,abdominal_pain,,high_fever,vomiting,,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Jaundice,,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","nausea,vomiting",,,,,,,,,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Malaria,"headache,muscle_pain",,"high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,nausea",,,,,,,,,
Malaria,"headache,muscle_pain",,"chills,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Malaria,"headache,muscle_pain",,"chills,high_fever","diarrhoea,nausea,vomiting",,,,,,,,,
Malaria,muscle_pain,,"chills,high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,vomiting",,,,,,,,,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","nausea,vomiting",,,,,,,,,
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,"high_fever,mild_fever",,,skin_rash,,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,"high_fever,mild_fever",,,itching,,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,mild_fever,,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,high_fever,,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,high_fever,"nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever",nausea,,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"loss_of_appetite,malaise",,,,red_spots_over_body
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,chills,"nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Typhoid,"abdominal_pain,belly_pain",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,
Typhoid,"abdominal_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea",,,,,fatigue,,,,toxic_look_(typhos)
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,,,,,
hepatitis A,"joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine",yellowish_skin,,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine",itching,,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,yellow_urine,"itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis B,abdominal_pain,,,,dark_urine,"itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis C,,,,nausea,,yellowish_skin,,,"fatigue,loss_of_appetite",,,,family_history
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,family_history
Hepatitis C,,,,nausea,,,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis C,,,,,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,fatigue,,,,family_history
Hepatitis C,,,,nausea,,yellowish_skin,,,"fatigue,loss_of_appetite",,,,family_history
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis D,abdominal_pain,,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis D,"abdominal_pain,joint_pain",,,nausea,dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis D,"abdominal_pain,joint_pain",,,vomiting,dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,fatigue,,,,
Hepatitis D,joint_pain,,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,,"fatigue,loss_of_appetite",,,,
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,abdominal_pain,,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,loss_of_appetite,,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,swelling_of_stomach,,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,vomiting,,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"fluid_overload,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,history_of_alcohol_consumption"
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation",high_fever,,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,malaise,,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation",chills,,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure"
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,fatigue,,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Pneumonia,chest_pain,"breathlessness,cough,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,malaise,,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever",,,,,,"fatigue,malaise",,,,fast_heart_rate
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,fatigue,,,,fast_heart_rate
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),pain_in_anal_region,,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,irritation_in_anus
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,bloody_stool
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,,,,,,,,,,
Heart attack,chest_pain,,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,,vomiting,,,,,,,,,
Heart attack,,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Heart attack,chest_pain,breathlessness,sweating,,,,,,,,,,
Heart attack,chest_pain,,sweating,vomiting,,,,,,,,,
